FAA-Stream,4259730,ACA775,06/22/2013 12:00:42 AM,-91.5166666666667,41.95,243.232974641479,409,360,A319,ACA,CYUL,KLAX,JET,COMMERCIAL,ACTIVE,GA,"-91.5166666666667,41.95,360.0"
FAA-Stream,18825067,VV7E071,06/22/2013 12:01:49 AM,-83.3333333333333,32.6333333333333,120.708100007297,94,15,N/A,VV,N/A,N/A,N/A,N/A,N/A,N/A,"-83.3333333333333,32.6333333333333,15.0"
FAA-Stream,19770454,N369MN,06/22/2013 12:01:43 AM,-102.35,32.05,270.0,356,450,C25B,N,KAXH,KLGB,JET,GENERALAVIATION,ACTIVE,GA,"-102.35,32.05,450.0"
FAA-Stream,32242599,UAL56,06/22/2013 12:00:37 AM,-57.1666666666667,44.7166666666667,69.0114033488895,520,0,N/A,UAL,KEWR,LFPG,JET,COMMERCIAL,ACTIVE,GA,"-57.1666666666667,44.7166666666667,0.0"
FAA-Stream,49050502,DAL619,06/22/2013 12:00:31 AM,-68.8333333333333,48.2666666666667,67.7305813995095,510,351,A333,DAL,KDTW,EHAM,JET,COMMERCIAL,ACTIVE,GA,"-68.8333333333333,48.2666666666667,351.0"
FAA-Stream,27403510,SWA315,06/22/2013 12:00:30 AM,-95.2166666666667,37.4333333333333,290.690476911442,432,380,B737,SWA,KATL,KDEN,JET,COMMERCIAL,ACTIVE,GA,"-95.2166666666667,37.4333333333333,380.0"
FAA-Stream,45710823,UAL1553,06/22/2013 12:01:41 AM,-77.9166666666667,34.1333333333333,17.2571327356241,481,370,B739,UAL,KRSW,KEWR,JET,COMMERCIAL,ACTIVE,GA,"-77.9166666666667,34.1333333333333,370.0"
FAA-Stream,30706452,SKY1,06/22/2013 12:02:20 AM,-122.166666666667,47.5833333333333,90.0,51,10,N/A,SKY1,N/A,N/A,N/A,N/A,N/A,N/A,"-122.166666666667,47.5833333333333,10.0"
FAA-Stream,62484462,CA8985,06/22/2013 12:02:03 AM,-111.233333333333,51.5166666666667,255.003790093046,230,190,SW3,CA,N/A,N/A,N/A,N/A,N/A,N/A,"-111.233333333333,51.5166666666667,190.0"
FAA-Stream,12518153,QXE259,06/22/2013 12:01:56 AM,-119.816666666667,40.1333333333333,159.084169218154,384,174,DH8D,QXE,KSEA,KRNO,TURBO,AIRTAXI,ACTIVE,GA,"-119.816666666667,40.1333333333333,174.0"
FAA-Stream,2379684,ACA1139,06/22/2013 12:02:06 AM,-79.9666666666667,46.4666666666667,295.817783524988,400,360,A319,ACA,CYUL,CYEG,JET,COMMERCIAL,ACTIVE,GA,"-79.9666666666667,46.4666666666667,360.0"
